advertiser_id,product_id,click,impression,ctr
SOVPFK3BBWKTQM9HOHWJ,0b5rmh,2,48,0.041666666666666664
SOVPFK3BBWKTQM9HOHWJ,87lp1s,1,26,0.038461538461538464
SOVPFK3BBWKTQM9HOHWJ,iii41j,1,28,0.03571428571428571
SOVPFK3BBWKTQM9HOHWJ,x4c2jl,1,30,0.03333333333333333
SOVPFK3BBWKTQM9HOHWJ,ov1lyn,1,31,0.03225806451612903
SOVPFK3BBWKTQM9HOHWJ,q6g402,1,31,0.03225806451612903
SOVPFK3BBWKTQM9HOHWJ,pd0lqx,1,32,0.03125
SOVPFK3BBWKTQM9HOHWJ,3b1glx,1,35,0.02857142857142857
SOVPFK3BBWKTQM9HOHWJ,e5tejo,1,35,0.02857142857142857
SOVPFK3BBWKTQM9HOHWJ,ly38u0,1,35,0.02857142857142857
SOVPFK3BBWKTQM9HOHWJ,qks5un,1,36,0.027777777777777776
SOVPFK3BBWKTQM9HOHWJ,g3ivrt,1,38,0.02631578947368421
SOVPFK3BBWKTQM9HOHWJ,qpzv5r,1,38,0.02631578947368421
Y0W3K7OV6ZLILW96OO3K,v7owp2,3,39,0.07692307692307693
Y0W3K7OV6ZLILW96OO3K,lr03qf,2,34,0.058823529411764705
Y0W3K7OV6ZLILW96OO3K,vrs3ig,2,34,0.058823529411764705
Y0W3K7OV6ZLILW96OO3K,vkeqwu,2,38,0.05263157894736842
Y0W3K7OV6ZLILW96OO3K,bvvzi0,2,41,0.04878048780487805
Y0W3K7OV6ZLILW96OO3K,9kr7uc,2,44,0.045454545454545456
Y0W3K7OV6ZLILW96OO3K,ipebka,2,50,0.04
Y0W3K7OV6ZLILW96OO3K,7qr4to,1,27,0.037037037037037035
Y0W3K7OV6ZLILW96OO3K,t6f190,1,27,0.037037037037037035
Y0W3K7OV6ZLILW96OO3K,q8873z,2,55,0.03636363636363636
Y0W3K7OV6ZLILW96OO3K,cwv3zk,1,30,0.03333333333333333
Y0W3K7OV6ZLILW96OO3K,792fmd,1,32,0.03125
Y0W3K7OV6ZLILW96OO3K,u3y4iw,1,32,0.03125
Y0W3K7OV6ZLILW96OO3K,0kstqa,1,33,0.030303030303030304
Y0W3K7OV6ZLILW96OO3K,7lifde,1,33,0.030303030303030304
Y0W3K7OV6ZLILW96OO3K,mje9bd,1,33,0.030303030303030304
Y0W3K7OV6ZLILW96OO3K,ghml2p,1,34,0.029411764705882353
Y0W3K7OV6ZLILW96OO3K,4iwb4e,1,35,0.02857142857142857
Y0W3K7OV6ZLILW96OO3K,66gdfn,1,36,0.027777777777777776
Y0W3K7OV6ZLILW96OO3K,xfc8bk,1,36,0.027777777777777776
